id_matrix
1.1805223782486370e-06
2.3603591802338040e-06
3.5395097005805972e-06
4.7179739201462511e-06
5.8957518197878984e-06
7.0728433803617793e-06
8.2492485827232467e-06
9.4249674077267479e-06
1.0599999836225846e-05
1.1774345849073202e-05
1.2948005427120596e-05
1.4120978551218897e-05
1.5293265202218097e-05
1.6464865360967275e-05
1.7635779008314629e-05
1.8806006125107456e-05
1.9975546692192165e-05
2.1144400690414259e-05
2.2312568100618373e-05
2.3480048903648213e-05
2.4646843080346622e-05
2.5812950611555492e-05
2.6978371478115895e-05
2.8143105660867972e-05
2.9307153140650967e-05
3.0470513898303229e-05
3.1633187914662225e-05
3.2795175170564489e-05
3.3956475646845720e-05
3.5117089324340692e-05
3.6277016183883252e-05
3.7436256206306420e-05
3.8594809372442254e-05
3.9752675663121936e-05
4.0909855059175812e-05
4.2066347541433220e-05
4.3222153090722703e-05
4.4377271687871852e-05
4.5531703313707398e-05
4.6685447949055152e-05
4.7838505574740010e-05
4.8990876171586046e-05
5.0142559720416346e-05
5.1293556202053149e-05
5.2443865597317835e-05
5.3593487887030804e-05
5.4742423052011607e-05
5.5890671073078876e-05
5.7038231931050427e-05
5.8185105606743049e-05
5.9331292080972735e-05
6.0476791334554547e-05
6.1621603348302646e-05
6.2765728103030314e-05
6.3909165579549869e-05
6.5051915758672883e-05
6.6193978621209874e-05
6.7335354147970530e-05
6.8476042319763633e-05
6.9616043117397137e-05
7.0755356521677939e-05
7.1893982513412220e-05
7.3031921073405100e-05
7.4169172182460971e-05
7.5305735821383179e-05
7.6441611970974230e-05
7.7576800612035724e-05
7.8711301725368417e-05
7.9845115291772134e-05
8.0978241292045761e-05
8.2110679706987294e-05
8.3242430517393857e-05
8.4373493704061777e-05
8.5503869247786270e-05
8.6633557129361791e-05
8.7762557329581931e-05
8.8890869829239260e-05
9.0018494609125525e-05
9.1145431650031537e-05
9.2271680932747347e-05
9.3397242438061882e-05
9.4522116146763337e-05
9.5646302039638945e-05
9.6769800097475044e-05
9.7892610301057118e-05
9.9014732631169677e-05
1.0013616706859646e-04
1.0125691359412008e-04
1.0237697218852251e-04
1.0349634283258471e-04
1.0461502550708664e-04
1.0573302019280751e-04
1.0685032687052562e-04
1.0796694552101832e-04
1.0908287612506201e-04
1.1019811866343227e-04
1.1131267311690384e-04
1.1242653946625048e-04
1.1353971769224496e-04
1.1465220777565931e-04
1.1576400969726462e-04
1.1687512343783102e-04
1.1798554897812784e-04
1.1909528629892338e-04
1.2020433538098513e-04
1.2131269620507968e-04
1.2242036875197273e-04
1.2352735300242900e-04
1.2463364893721229e-04
1.2573925653708586e-04
1.2684417578281144e-04
1.2794840665515043e-04
1.2905194913486300e-04
1.3015480320270853e-04
1.3125696883944555e-04
1.3235844602583159e-04
1.3345923474262337e-04
1.3455933497057658e-04
1.3565874669044622e-04
1.3675746988298611e-04
1.3785550452894939e-04
1.3895285060908834e-04
1.4004950810415407e-04
1.4114547699489710e-04
1.4224075726206677e-04
1.4333534888641167e-04
1.4442925184867953e-04
1.4552246612961714e-04
1.4661499170997024e-04
1.4770682857048390e-04
1.4879797669190221e-04
1.4988843605496824e-04
1.5097820664042433e-04
