V1
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
0.00000000000000e+00
4.00000000000031e-02
1.60000000000003e-01
2.80000000000002e-01
4.00000000000002e-01
5.20000000000002e-01
6.40000000000001e-01
7.60000000000001e-01
8.80000000000001e-01
1.00000000000000e+00
1.12000000000000e+00
1.24000000000000e+00
1.36000000000000e+00
1.48000000000000e+00
1.60000000000000e+00
1.72000000000000e+00
1.84000000000000e+00
1.96000000000000e+00
2.08000000000000e+00
2.20000000000000e+00
2.32000000000000e+00
2.44000000000000e+00
2.56000000000000e+00
2.68000000000000e+00
2.79999999999999e+00
2.92000000000000e+00
3.03999999999999e+00
3.15999999999999e+00
3.27999999999999e+00
3.39999999999999e+00
3.51999999999999e+00
3.63999999999999e+00
3.75999999999999e+00
3.87999999999999e+00
3.99999999999999e+00
4.11999999999999e+00
4.23999999999999e+00
4.35999999999999e+00
4.47999999999999e+00
4.59999999999999e+00
4.71999999999999e+00
4.83999999999999e+00
4.95999999999999e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
4.95999999999996e+00
4.83999999999996e+00
4.71999999999996e+00
4.59999999999996e+00
4.47999999999996e+00
4.35999999999996e+00
4.23999999999996e+00
4.11999999999997e+00
3.99999999999997e+00
3.87999999999997e+00
3.75999999999997e+00
3.63999999999997e+00
3.51999999999997e+00
3.39999999999997e+00
3.27999999999998e+00
3.15999999999998e+00
3.03999999999998e+00
2.91999999999998e+00
2.79999999999998e+00
2.67999999999998e+00
2.55999999999998e+00
2.43999999999999e+00
2.31999999999999e+00
2.19999999999999e+00
2.07999999999999e+00
1.95999999999999e+00
1.83999999999999e+00
1.71999999999999e+00
1.60000000000000e+00
1.48000000000000e+00
1.36000000000000e+00
1.24000000000000e+00
1.12000000000000e+00
1.00000000000000e+00
8.80000000000004e-01
7.60000000000005e-01
6.40000000000007e-01
5.20000000000008e-01
4.00000000000010e-01
2.80000000000011e-01
1.60000000000013e-01
4.00000000000142e-02
0.00000000000000e+00
1.20000000000000e-01
2.39999999999999e-01
3.59999999999999e-01
4.79999999999999e-01
5.99999999999998e-01
7.19999999999998e-01
8.39999999999998e-01
9.59999999999997e-01
1.08000000000000e+00
1.20000000000000e+00
1.32000000000000e+00
1.44000000000000e+00
1.56000000000000e+00
1.68000000000000e+00
1.79999999999999e+00
1.91999999999999e+00
2.03999999999999e+00
2.15999999999999e+00
2.27999999999999e+00
2.39999999999999e+00
2.51999999999999e+00
2.63999999999999e+00
2.75999999999999e+00
2.87999999999999e+00
2.99999999999999e+00
3.11999999999999e+00
3.23999999999999e+00
3.35999999999999e+00
3.47999999999999e+00
3.59999999999999e+00
3.71999999999999e+00
3.83999999999999e+00
3.95999999999999e+00
4.07999999999999e+00
4.19999999999999e+00
4.31999999999999e+00
4.43999999999999e+00
4.55999999999999e+00
4.67999999999999e+00
4.79999999999999e+00
4.91999999999999e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
5.00000000000000e+00
